ID,Yield
3282,1437
3283,1438
3284,1439
3285,1440
3286,1441
3287,1442
3288,1443
3289,1444
3290,1445
3291,1446
3292,1447
3293,1448
3294,1449
3295,1450
3296,1451
3297,1452
3298,1453
3299,1454
3300,1455
3301,1456
3302,1457
3303,1458
3304,1459
3305,1460
3306,1461
3307,1462
3308,1463
3309,1464
3310,1465
3311,1466
3312,1467
3313,1468
3314,1469
3315,1470
3316,1471
3317,1472
3318,1473
3319,1474
3320,1475
3321,1476
3322,1477
3323,1478
3324,1479
3325,1480
3326,1481
3327,1482
3328,1483
3329,1484
3330,1485
3331,1486
3332,1487
3333,1488
3334,1489
3335,1490
3336,1491
3337,1492
3338,1493
3339,1494
3340,1495
3341,1496
3342,1497
3343,1498
3344,1499
3345,1500
3346,1501
3347,1502
3348,1503
3349,1504
3350,1505
3351,1506
3352,1507
3353,1508
3354,1509
3355,1510
3356,1511
3357,1512
3358,1513
3359,1514
3360,1515
3361,1516
3362,1517
3363,1518
3364,1519
3365,1520
3366,1521
3367,1522
3368,1523
3369,1524
3370,1525
3371,1526
3372,1527
3373,1528
3374,1529
3375,1530
3376,1531
3377,1532
3378,1533
3379,1534
3380,1535
3381,1536
3382,1537
3383,1538
3384,1539
3385,1540
3386,1541
3387,1542
3388,1543
3389,1544
3390,1545
3391,1546
3392,1547
3393,1548
3394,1549
3395,1550
3396,1551
3397,1552
3398,1553
3399,1554
3400,1555
3401,1556
3402,1557
3403,1558
3404,1559
3405,1560
3406,1561
3407,1562
3408,1563
3409,1564
3410,1565
3411,1566
3412,1567
3413,1568
3414,1569
3415,1570
3416,1571
3417,1572
3418,1573
3419,1574
3420,1575
3421,1576
3422,1577
3423,1578
3424,1579
3425,1580
3426,1581
3427,1582
3428,1583
3429,1584
3430,1585
3431,1586
3432,1587
3433,1588
3434,1589
3435,1590
3436,1591
3437,1592
3438,1593
3439,1594
3440,1595
3441,1596
3442,1597
3443,1598
3444,1599
3445,1600
3446,1601
3447,1602
3448,1603
3449,1604
3450,1605
3451,1606
3452,1607
3453,1608
3454,1609
3455,1610
3456,1611
3457,1612
3458,1613
3459,1614
3460,1615
3461,1616
3462,1617
3463,1618
3464,1619
3465,1620
3466,1621
3467,1622
3468,1623
3469,1624
3470,1625
3471,1626
3472,1627
3473,1628
3474,1629
3475,1630
3476,1631
3477,1632
3478,1633
3479,1634
3480,1635
3481,1636
3482,1637
3483,1638
3484,1639
3485,1640
3486,1641
3487,1642
3488,1643
3489,1644
3490,1645
3491,1646
3492,1647
3493,1648
3494,1649
3495,1650
3496,1651
3497,1652
3498,1653
3499,1654
3500,1655
3501,1656
3502,1657
3503,1658
3504,1659
3505,1660
3506,1661
3507,1662
3508,1663
3509,1664
3510,1665
3511,1666
3512,1667
3513,1668
3514,1669
3515,1670
3516,1671
3517,1672
3518,1673
3519,1674
3520,1675
3521,1676
3522,1677
3523,1678
3524,1679
3525,1680
3526,1681
3527,1682
3528,1683
3529,1684
3530,1685
3531,1686
3532,1687
3533,1688
3534,1689
3535,1690
3536,1691
3537,1692
3538,1693
3539,1694
3540,1695
3541,1696
3542,1697
3543,1698
3544,1699
3545,1700
3546,1701
3547,1702
3548,1703
3549,1704
3550,1705
3551,1706
3552,1707
3553,1708
3554,1709
3555,1710
3556,1711
3557,1712
3558,1713
3559,1714
3560,1715
3561,1716
3562,1717
3563,1718
3564,1719
3565,1720
3566,1721
3567,1722
3568,1723
3569,1724
3570,1725
3571,1726
3572,1727
3573,1728
3574,1729
3575,1730
3576,1731
3577,1732
3578,1733
3579,1734
3580,1735
3581,1736
3582,1737
3583,1738
3584,1739
3585,1740
3586,1741
3587,1742
3588,1743
3589,1744
3590,1745
3591,1746
3592,1747
3593,1748
3594,1749
3595,1750
3596,1751
3597,1752
3598,1753
3599,1754
3600,1755
3601,1756
3602,1757
3603,1758
3604,1759
3605,1760
3606,1761
3607,1762
3608,1763
3609,1764
3610,1765
3611,1766
3612,1767
3613,1768
3614,1769
3615,1770
3616,1771
3617,1772
3618,1773
3619,1774
3620,1775
3621,1776
3622,1777
3623,1778
3624,1779
3625,1780
3626,1781
3627,1782
3628,1783
3629,1784
3630,1785
3631,1786
3632,1787
3633,1788
3634,1789
3635,1790
3636,1791
3637,1792
3638,1793
3639,1794
3640,1795
3641,1796
3642,1797
3643,1798
3644,1799
3645,1800
3646,1801
3647,1802
3648,1803
3649,1804
3650,1805
3651,1806
3652,1807
3653,1808
3654,1809
3655,1810
3656,1811
3657,1812
3658,1813
3659,1814
3660,1815
3661,1816
3662,1817
3663,1818
3664,1819
3665,1820
3666,1821
3667,1822
3668,1823
3669,1824
3670,1825
3671,1826
3672,1827
3673,1828
3674,1829
3675,1830
3676,1831
3677,1832
3678,1833
3679,1834
3680,1835
3681,1836
3682,1837
3683,1838
3684,1839
3685,1840
3686,1841
3687,1842
3688,1843
3689,1844
3690,1845
3691,1846
3692,1847
3693,1848
3694,1849
3695,1850
3696,1851
3697,1852
3698,1853
3699,1854
3700,1855
3701,1856
3702,1857
3703,1858
3704,1859
3705,1860
3706,1861
3707,1862
3708,1863
3709,1864
3710,1865
3711,1866
3712,1867
3713,1868
3714,1869
3715,1870
3716,1871
3717,1872
3718,1873
3719,1874
3720,1875
3721,1876
3722,1877
3723,1878
3724,1879
3725,1880
3726,1881
3727,1882
3728,1883
3729,1884
3730,1885
3731,1886
3732,1887
3733,1888
3734,1889
3735,1890
3736,1891
3737,1892
3738,1893
3739,1894
3740,1895
3741,1896
3742,1897
3743,1898
3744,1899
3745,1900
3746,1901
3747,1902
3748,1903
3749,1904
3750,1905
3751,1906
3752,1907
3753,1908
3754,1909
3755,1910
3756,1911
3757,1912
3758,1913
3759,1914
3760,1915
3761,1916
3762,1917
3763,1918
3764,1919
3765,1920
3766,1921
3767,1922
3768,1923
3769,1924
3770,1925
3771,1926
3772,1927
3773,1928
3774,1929
3775,1930
3776,1931
3777,1932
3778,1933
3779,1934
3780,1935
3781,1936
3782,1937
3783,1938
3784,1939
3785,1940
3786,1941
3787,1942
3788,1943
3789,1944
3790,1945
3791,1946
3792,1947
3793,1948
3794,1949
3795,1950
3796,1951
3797,1952
3798,1953
3799,1954
3800,1955
3801,1956
3802,1957
3803,1958
3804,1959
3805,1960
3806,1961
3807,1962
3808,1963
3809,1964
3810,1965
3811,1966
3812,1967
3813,1968
3814,1969
3815,1970
3816,1971
3817,1972
3818,1973
3819,1974
3820,1975
3821,1976
3822,1977
3823,1978
3824,1979
3825,1980
3826,1981
3827,1982
3828,1983
3829,1984
3830,1985
3831,1986
3832,1987
3833,1988
3834,1989
3835,1990
3836,1991
3837,1992
3838,1993
3839,1994
3840,1995
3841,1996
3842,1997
3843,1998
3844,1999
3845,2000
3846,2001
3847,2002
3848,2003
3849,2004
3850,2005
3851,2006
3852,2007
3853,2008
3854,2009
3855,2010
3856,2011
3857,2012
3858,2013
3859,2014
3860,2015
3861,2016
3862,2017
3863,2018
3864,2019
3865,2020
3866,2021
3867,2022
3868,2023
3869,2024
3870,2025
3871,2026
3872,2027
3873,2028
3874,2029
3875,2030
3876,2031
3877,2032
3878,2033
3879,2034
3880,2035
3881,2036
3882,2037
3883,2038
3884,2039
3885,2040
3886,2041
3887,2042
3888,2043
3889,2044
3890,2045
3891,2046
3892,2047
3893,2048
3894,2049
3895,2050
3896,2051
3897,2052
3898,2053
3899,2054
3900,2055
3901,2056
3902,2057
3903,2058
3904,2059
3905,2060
3906,2061
3907,2062
3908,2063
3909,2064
3910,2065
3911,2066
3912,2067
3913,2068
3914,2069
3915,2070
3916,2071
3917,2072
3918,2073
3919,2074
3920,2075
3921,2076
3922,2077
3923,2078
3924,2079
3925,2080
3926,2081
3927,2082
3928,2083
3929,2084
3930,2085
3931,2086
3932,2087
3933,2088
3934,2089
3935,2090
3936,2091
3937,2092
3938,2093
3939,2094
3940,2095
3941,2096
3942,2097
3943,2098
3944,2099
3945,2100
3946,2101
3947,2102
3948,2103
3949,2104
3950,2105
3951,2106
3952,2107
3953,2108
3954,2109
3955,2110
3956,2111
3957,2112
3958,2113
3959,2114
3960,2115
3961,2116
3962,2117
3963,2118
3964,2119
3965,2120
3966,2121
3967,2122
3968,2123
3969,2124
3970,2125
3971,2126
3972,2127
3973,2128
3974,2129
3975,2130
3976,2131
3977,2132
3978,2133
3979,2134
3980,2135
3981,2136
3982,2137
3983,2138
3984,2139
3985,2140
3986,2141
3987,2142
3988,2143
3989,2144
3990,2145
3991,2146
3992,2147
3993,2148
3994,2149
3995,2150
3996,2151
3997,2152
3998,2153
3999,2154
4000,2155
4001,2156
4002,2157
4003,2158
4004,2159
4005,2160
4006,2161
4007,2162
4008,2163
4009,2164
4010,2165
4011,2166
4012,2167
4013,2168
4014,2169
4015,2170
4016,2171
4017,2172
4018,2173
4019,2174
4020,2175
4021,2176
4022,2177
4023,2178
4024,2179
4025,2180
4026,2181
4027,2182
4028,2183
4029,2184
4030,2185
4031,2186
4032,2187
4033,2188
4034,2189
4035,2190
4036,2191
4037,2192
4038,2193
4039,2194
4040,2195
4041,2196
4042,2197
4043,2198
4044,2199
4045,2200
4046,2201
4047,2202
4048,2203
4049,2204
4050,2205
4051,2206
4052,2207
4053,2208
4054,2209
4055,2210
4056,2211
4057,2212
4058,2213
4059,2214
4060,2215
4061,2216
4062,2217
4063,2218
4064,2219
4065,2220
4066,2221
4067,2222
4068,2223
4069,2224
4070,2225
4071,2226
4072,2227
4073,2228
4074,2229
4075,2230
4076,2231
4077,2232
4078,2233
4079,2234
4080,2235
4081,2236
4082,2237
4083,2238
4084,2239
4085,2240
4086,2241
4087,2242
4088,2243
4089,2244
4090,2245
4091,2246
4092,2247
4093,2248
4094,2249
4095,2250
4096,2251
4097,2252
4098,2253
4099,2254
4100,2255
4101,2256
4102,2257
4103,2258
4104,2259
4105,2260
4106,2261
4107,2262
4108,2263
4109,2264
4110,2265
4111,2266
4112,2267
4113,2268
4114,2269
4115,2270
4116,2271
4117,2272
4118,2273
4119,2274
4120,2275
4121,2276
4122,2277
4123,2278
4124,2279
4125,2280
4126,2281
4127,2282
4128,2283
4129,2284
4130,2285
4131,2286
4132,2287
4133,2288
4134,2289
4135,2290
4136,2291
4137,2292
4138,2293
4139,2294
4140,2295
4141,2296
4142,2297
4143,2298
4144,2299
4145,2300
4146,2301
4147,2302
4148,2303
4149,2304
4150,2305
4151,2306
4152,2307
4153,2308
4154,2309
4155,2310
4156,2311
4157,2312
4158,2313
4159,2314
4160,2315
4161,2316
4162,2317
4163,2318
4164,2319
4165,2320
4166,2321
4167,2322
4168,2323
4169,2324
4170,2325
4171,2326
4172,2327
4173,2328
4174,2329
4175,2330
4176,2331
4177,2332
4178,2333
4179,2334
4180,2335
4181,2336
4182,2337
4183,2338
4184,2339
4185,2340
4186,2341
4187,2342
4188,2343
4189,2344
4190,2345
4191,2346
4192,2347
4193,2348
4194,2349
4195,2350
4196,2351
4197,2352
4198,2353
4199,2354
4200,2355
4201,2356
4202,2357
4203,2358
4204,2359
4205,2360
4206,2361
4207,2362
4208,2363
4209,2364
4210,2365
4211,2366
4212,2367
4213,2368
4214,2369
4215,2370
4216,2371
4217,2372
4218,2373
4219,2374
4220,2375
4221,2376
4222,2377
4223,2378
4224,2379
4225,2380
4226,2381
4227,2382
4228,2383
4229,2384
4230,2385
4231,2386
4232,2387
4233,2388
4234,2389
4235,2390
4236,2391
4237,2392
4238,2393
4239,2394
4240,2395
4241,2396
4242,2397
4243,2398
4244,2399
4245,2400
4246,2401
4247,2402
4248,2403
4249,2404
4250,2405
4251,2406
4252,2407
4253,2408
4254,2409
4255,2410
4256,2411
4257,2412
4258,2413
4259,2414
4260,2415
4261,2416
4262,2417
4263,2418
4264,2419
4265,2420
4266,2421
4267,2422
4268,2423
4269,2424
4270,2425
4271,2426
4272,2427
4273,2428
4274,2429
4275,2430
4276,2431
4277,2432
4278,2433
4279,2434
4280,2435
4281,2436
4282,2437
4283,2438
4284,2439
4285,2440
4286,2441
4287,2442
4288,2443
4289,2444
4290,2445
4291,2446
4292,2447
4293,2448
4294,2449
4295,2450
4296,2451
4297,2452
4298,2453
4299,2454
4300,2455
4301,2456
4302,2457
4303,2458
4304,2459
4305,2460
4306,2461
4307,2462
4308,2463
4309,2464
4310,2465
4311,2466
4312,2467
4313,2468
4314,2469
4315,2470
4316,2471
4317,2472
4318,2473
4319,2474
4320,2475
4321,2476
4322,2477
4323,2478
4324,2479
4325,2480
4326,2481
4327,2482
4328,2483
4329,2484
4330,2485
4331,2486
4332,2487
4333,2488
4334,2489
4335,2490
4336,2491
4337,2492
4338,2493
4339,2494
4340,2495
4341,2496
4342,2497
4343,2498
4344,2499
4345,2500
4346,2501
4347,2502
4348,2503
4349,2504
4350,2505
4351,2506
4352,2507
4353,2508
4354,2509
4355,2510
4356,2511
4357,2512
4358,2513
4359,2514
4360,2515
4361,2516
4362,2517
4363,2518
4364,2519
4365,2520
4366,2521
4367,2522
4368,2523
4369,2524
4370,2525
4371,2526
4372,2527
4373,2528
4374,2529
4375,2530
4376,2531
4377,2532
4378,2533
4379,2534
4380,2535
4381,2536
4382,2537
4383,2538
4384,2539
4385,2540
4386,2541
4387,2542
4388,2543
4389,2544
4390,2545
4391,2546
4392,2547
4393,2548
4394,2549
4395,2550
4396,2551
4397,2552
4398,2553
4399,2554
4400,2555
4401,2556
4402,2557
4403,2558
4404,2559
4405,2560
4406,2561
4407,2562
4408,2563
4409,2564
4410,2565
4411,2566
4412,2567
4413,2568
4414,2569
4415,2570
4416,2571
4417,2572
4418,2573
4419,2574
4420,2575
4421,2576
4422,2577
4423,2578
4424,2579
4425,2580
4426,2581
4427,2582
4428,2583
4429,2584
4430,2585
4431,2586
4432,2587
4433,2588
4434,2589
4435,2590
4436,2591
4437,2592
4438,2593
4439,2594
4440,2595
4441,2596
4442,2597
4443,2598
4444,2599
4445,2600
4446,2601
4447,2602
4448,2603
4449,2604
4450,2605
4451,2606
4452,2607
4453,2608
4454,2609
4455,2610
4456,2611
4457,2612
4458,2613
4459,2614
4460,2615
4461,2616
4462,2617
4463,2618
4464,2619
4465,2620
4466,2621
4467,2622
4468,2623
4469,2624
4470,2625
4471,2626
4472,2627
4473,2628
4474,2629
4475,2630
4476,2631
4477,2632
4478,2633
4479,2634
4480,2635
4481,2636
4482,2637
4483,2638
4484,2639
4485,2640
4486,2641
4487,2642
4488,2643
4489,2644
4490,2645
4491,2646
4492,2647
4493,2648
4494,2649
4495,2650
4496,2651
4497,2652
4498,2653
4499,2654
4500,2655
4501,2656
4502,2657
4503,2658
4504,2659
4505,2660
4506,2661
4507,2662
4508,2663
4509,2664
4510,2665
4511,2666
4512,2667
4513,2668
4514,2669
4515,2670
4516,2671
4517,2672
4518,2673
4519,2674
4520,2675
4521,2676
4522,2677
4523,2678
4524,2679
4525,2680
4526,2681
4527,2682
4528,2683
4529,2684
4530,2685
4531,2686
4532,2687
4533,2688
4534,2689
4535,2690
4536,2691
4537,2692
4538,2693
4539,2694
4540,2695
4541,2696
4542,2697
4543,2698
4544,2699
4545,2700
4546,2701
4547,2702
4548,2703
4549,2704
4550,2705
4551,2706
4552,2707
4553,2708
4554,2709
4555,2710
4556,2711
4557,2712
4558,2713
4559,2714
4560,2715
4561,2716
4562,2717
4563,2718
4564,2719
4565,2720
4566,2721
4567,2722
4568,2723
4569,2724
4570,2725
4571,2726
4572,2727
4573,2728
4574,2729
4575,2730
4576,2731
4577,2732
4578,2733
4579,2734
4580,2735
4581,2736
4582,2737
4583,2738
4584,2739
4585,2740
4586,2741
4587,2742
4588,2743
4589,2744
4590,2745
4591,2746
4592,2747
4593,2748
4594,2749
4595,2750
4596,2751
4597,2752
4598,2753
4599,2754
4600,2755
4601,2756
4602,2757
4603,2758
4604,2759
4605,2760
4606,2761
4607,2762
4608,2763
4609,2764
4610,2765
4611,2766
4612,2767
4613,2768
4614,2769
4615,2770
4616,2771
4617,2772
4618,2773
4619,2774
4620,2775
4621,2776
4622,2777
4623,2778
4624,2779
4625,2780
4626,2781
4627,2782
4628,2783
4629,2784
4630,2785
4631,2786
4632,2787
4633,2788
4634,2789
4635,2790
4636,2791
4637,2792
4638,2793
4639,2794
4640,2795
4641,2796
4642,2797
4643,2798
4644,2799
4645,2800
4646,2801
4647,2802
4648,2803
4649,2804
4650,2805
4651,2806
4652,2807
4653,2808
4654,2809
4655,2810
4656,2811
4657,2812
4658,2813
4659,2814
4660,2815
4661,2816
4662,2817
4663,2818
4664,2819
4665,2820
4666,2821
4667,2822
4668,2823
4669,2824
4670,2825
4671,2826
4672,2827
4673,2828
4674,2829
4675,2830
4676,2831
4677,2832
4678,2833
4679,2834
4680,2835
4681,2836
4682,2837
4683,2838
4684,2839
4685,2840
4686,2841
4687,2842
4688,2843
4689,2844
4690,2845
4691,2846
4692,2847
4693,2848
4694,2849
4695,2850
4696,2851
4697,2852
4698,2853
4699,2854
4700,2855
4701,2856
4702,2857
4703,2858
4704,2859
4705,2860
4706,2861
4707,2862
4708,2863
4709,2864
4710,2865
4711,2866
4712,2867
4713,2868
4714,2869
4715,2870
4716,2871
4717,2872
4718,2873
4719,2874
4720,2875
4721,2876
4722,2877
4723,2878
4724,2879
4725,2880
4726,2881
4727,2882
4728,2883
4729,2884
4730,2885
4731,2886
4732,2887
4733,2888
4734,2889
4735,2890
4736,2891
4737,2892
4738,2893
4739,2894
4740,2895
4741,2896
